Bid Item Category,Bid Item Num,Bid Item Number,Bid Item Description,Quantity,UOM
614,87500,614-87500,Call Box,0,EACH
614,87501,614-87501,Splice Fiber Optic Cable (1 Strand),0,EACH
614,87502,614-87502,Fiber Optic Cable (S Mode)(168 S),0,LF
614,87506,614-87506,Splice Fiber Optic Cable (6 Strand),0,EACH
614,87512,614-87512,Splice Fiber Optic Cable (12 Strand),0,EACH
614,87524,614-87524,Splice Fiber Optic Cable (24 Strand),0,EACH
614,87548,614-87548,Splice Fiber Optic Cable (48 Strand),0,EACH
614,87601,614-87601,Terminate Fiber Optic Cable (1 Strand),0,EACH
614,87606,614-87606,Terminate Fiber Optic Cable (6 Strand),0,EACH
614,87612,614-87612,Terminate Fiber Optic Cable (12 Strand),0,EACH
614,87624,614-87624,Terminate Fiber Optic Cable (24 Strand),0,EACH
614,87644,614-87644,Fiber Optic Termination Panel - 144 Fiber,0,EACH
614,87645,614-87645,Fiber Optic Cable (Single Mode) (144 Strands) (Furnish Only),0,LF
614,87646,614-87646,Fiber Optic Cable (Single Mode) (144 Strands) (Install Only),0,LF
614,87648,614-87648,Terminate Fiber Optic Cable (48 Strand),0,EACH
614,87650,614-87650,Fiber Optic Cable (Single Mode) (216 Strands),0,LF
614,87651,614-87651,Fiber Optic Cable (Single Mode) (216 Strands) (Furnish Only),0,LF
614,87652,614-87652,Fiber Optic Cable (Single Mode) (216 Strands) (Install Only),0,LF
614,87660,614-87660,Video Decoder,0,EACH
614,87661,614-87661,Video Encoder,0,EACH
614,87670,614-87670,Tier II Multiplexer,0,EACH
614,87680,614-87680,Sonet Multiplexer,0,EACH
614,87690,614-87690,Ethernet Switch,0,EACH
614,87691,614-87691,Ethernet Switch Type I,0,EACH
614,87692,614-87692,Ethernet Switch Type II,0,EACH
614,87693,614-87693,Ethernet Switch Type III,0,EACH
614,87694,614-87694,Ethernet Switch Type IV,0,EACH
614,87695,614-87695,Ethernet Switch Type IV (Install Only),0,EACH
614,87697,614-87697,Ethernet Aggregation Switch Type I,0,EACH
614,87698,614-87698,Ethernet Aggregation Switch Type II,0,EACH
614,87699,614-87699,Ethernet Aggregation Switch Type III,0,EACH
614,87700,614-87700,Ethernet Router,0,EACH
614,87702,614-87702,Ethernet Radio (Pair),0,EACH
614,87704,614-87704,Ethernet Radio (Single Client),0,EACH
614,87710,614-87710,Video Monitor,0,EACH
614,87720,614-87720,Video Controller,0,EACH
614,91155,614-91155,Traffic Signal-Light Pole Steel (1-55 Foot Mast Arm),0,EACH
614,92000,614-92000,Sound Barrier Access Door,0,EACH
615,30,615-00030,Embankment Protector Type 3,0,EACH
615,40,615-00040,Embankment Protector Type 4,0,EACH
615,50,615-00050,Embankment Protector Type 5,0,EACH
615,100,615-00100,Place Embankment Protector,0,EACH
615,150,615-00150,Embankment Protector (Special),0,EACH
615,152,615-00152,Erosion Protector (Special),0,LF
615,500,615-00500,Erosion Protector,0,LF
615,600,615-00600,Log Dam,0,EACH
615,620,615-00620,Log Deflector,0,EACH
615,630,615-00630,Rock Deflector,0,EACH
615,10006,615-10006,6 Inch Automatic Drain Gate,0,EACH
615,10008,615-10008,8 Inch Automatic Drain Gate,0,EACH
615,10012,615-10012,12 Inch Automatic Drain Gate,0,EACH
615,10015,615-10015,15 Inch Automatic Drain Gate,0,EACH
615,10018,615-10018,18 Inch Automatic Drain Gate,0,EACH
615,10021,615-10021,21 Inch Automatic Drain Gate,0,EACH
615,10024,615-10024,24 Inch Automatic Drain Gate,0,EACH
615,10030,615-10030,30 Inch Automatic Drain Gate,0,EACH
615,10036,615-10036,36 Inch Automatic Drain Gate,0,EACH
615,10042,615-10042,42 Inch Automatic Drain Gate,0,EACH
615,10048,615-10048,48 Inch Automatic Drain Gate,0,EACH
615,10054,615-10054,54 Inch Automatic Drain Gate,0,EACH
615,10060,615-10060,60 Inch Automatic Drain Gate,0,EACH
615,10066,615-10066,66 Inch Automatic Drain Gate,0,EACH
615,19648,615-19648,96x48 Inch Automatic Drain Gate,0,EACH
615,20100,615-20100,Portable Check,0,EACH
615,20400,615-20400,4 Inch Slide Headgate,0,EACH
615,20602,615-20602,6 Inch Slide Headgate (2 Foot Frame),0,EACH
615,20605,615-20605,6 Inch Slide Headgate (5 Foot Frame),0,EACH
615,20804,615-20804,8 Inch Slide Headgate (4 Foot Frame),0,EACH
615,20805,615-20805,8 Inch Slide Headgate (5 Foot Frame),0,EACH
615,20806,615-20806,8 Inch Slide Headgate (6 Foot Frame),0,EACH
615,20807,615-20807,8 Inch Slide Headgate (7 Foot Frame),0,EACH
615,20808,615-20808,8 Inch Slide Headgate (8 Foot Frame),0,EACH
615,20810,615-20810,8 Inch Slide Headgate (10 Foot Frame),0,EACH
615,20899,615-20899,8 Inch Slide Headgate Special,0,EACH
615,21005,615-21005,10 Inch Slide Headgate (5 Foot Frame),0,EACH
615,21007,615-21007,10 Inch Slide Headgate (7 Foot Frame),0,EACH
615,21011,615-21011,10 Inch Slide Headgate (11 Foot Frame),0,EACH
615,21099,615-21099,10 Inch Slide Headgate Special,0,EACH
615,21203,615-21203,12 Inch Slide Headgate (3 Foot Frame),0,EACH
615,21204,615-21204,12 Inch Slide Headgate (4 Foot Frame),0,EACH
615,21205,615-21205,12 Inch Slide Headgate (5 Foot Frame),0,EACH
615,21206,615-21206,12 Inch Slide Headgate (6 Foot Frame),0,EACH
615,21207,615-21207,12 Inch Slide Headgate (7 Foot Frame),0,EACH
615,21208,615-21208,12 Inch Slide Headgate (8 Foot Frame),0,EACH
615,21299,615-21299,12 Inch Slide Headgate Special,0,EACH
615,21503,615-21503,15 Inch Slide Headgate (3 Foot Frame),0,EACH
615,21505,615-21505,15 Inch Slide Headgate (5 Foot Frame),0,EACH
615,21506,615-21506,15 Inch Slide Headgate (6 Foot Frame),0,EACH
615,21509,615-21509,15 Inch Slide Headgate (9 Foot Frame),0,EACH
615,21599,615-21599,15 Inch Slide Headgate Special,0,EACH
615,21803,615-21803,18 Inch Slide Headgate (3 Foot Frame),0,EACH
615,21804,615-21804,18 Inch Slide Headgate (4 Foot Frame),0,EACH
615,21805,615-21805,18 Inch Slide Headgate (5 Foot Frame),0,EACH
615,21806,615-21806,18 Inch Slide Headgate (6 Foot Frame),0,EACH
615,21807,615-21807,18 Inch Slide Headgate (7 Foot Frame),0,EACH
615,21808,615-21808,18 Inch Slide Headgate (8 Foot Frame),0,EACH
615,21809,615-21809,18 Inch Slide Headgate (9 Foot Frame),0,EACH
615,21899,615-21899,18 Inch Slide Headgate Special,0,EACH
615,22404,615-22404,24 Inch Slide Headgate (4 Foot Frame),0,EACH
615,22405,615-22405,24 Inch Slide Headgate (5 Foot Frame),0,EACH
615,22406,615-22406,24 Inch Slide Headgate (6 Foot Frame),0,EACH
615,22407,615-22407,24 Inch Slide Headgate (7 Foot Frame),0,EACH
615,22408,615-22408,24 Inch Slide Headgate (8 Foot Frame),0,EACH
615,22409,615-22409,24 Inch Slide Headgate (9 Foot Frame),0,EACH
615,22499,615-22499,24 Inch Slide Headgate Special,0,EACH
615,23005,615-23005,30 Inch Slide Headgate (5 Foot Frame),0,EACH
615,23006,615-23006,30 Inch Slide Headgate (6 Foot Frame),0,EACH
615,23007,615-23007,30 Inch Slide Headgate (7 Foot Frame),0,EACH
615,23008,615-23008,30 Inch Slide Headgate (8 Foot Frame),0,EACH
615,23009,615-23009,30 Inch Slide Headgate (9 Foot Frame),0,EACH
615,23010,615-23010,30 Inch Slide Headgate (10 Foot Frame),0,EACH
615,23012,615-23012,30 Inch Slide Headgate (12 Foot Frame),0,EACH
615,23606,615-23606,36 Inch Slide Headgate (6 Foot Frame),0,EACH
615,23607,615-23607,36 Inch Slide Headgate (7 Foot Frame),0,EACH
615,23608,615-23608,36 Inch Slide Headgate (8 Foot Frame),0,EACH
615,23609,615-23609,36 Inch Slide Headgate (9 Foot Frame),0,EACH
615,23610,615-23610,36 Inch Slide Headgate (10 Foot Frame),0,EACH
615,23699,615-23699,36 Inch Slide Headgate Special,0,EACH
615,24208,615-24208,42 Inch Slide Headgate (8 Foot Frame),0,EACH
615,24209,615-24209,42 Inch Slide Headgate (9 Foot Frame),0,EACH
615,25410,615-25410,54 Inch Slide Headgate (10 Foot Frame),0,EACH
615,31504,615-31504,15x15 Inch Slide Headgate (4 Foot Frame),0,EACH
615,31804,615-31804,18x18 Inch Slide Headgate (4 Foot Frame),0,EACH
615,31806,615-31806,18x18 Inch Slide Headgate (6 Foot Frame),0,EACH
615,31807,615-31807,18x18 Inch Slide Headgate (7 Foot Frame),0,EACH
615,32405,615-32405,24x24 Inch Slide Headgate (5 Foot Frame),0,EACH
615,32406,615-32406,24x24 Inch Slide Headgate (6 Foot Frame),0,EACH
615,32418,615-32418,24x18 Inch Slide Headgate,0,EACH
615,33018,615-33018,30x18 Inch Slide Headgate,0,EACH
615,33024,615-33024,30x24 Inch Slide Headgate,0,EACH
615,33605,615-33605,36x36 Inch Slide Headgate (5 Foot Frame),0,EACH
615,34230,615-34230,42x30 Inch Slide Headgate,0,EACH
615,34809,615-34809,48x48 Inch Slide Headgate (9 Foot Frame),0,EACH
615,34830,615-34830,48x30 Inch Slide Headgate,0,EACH
615,36007,615-36007,60x36 Inch Slide Headgate (7 Foot Frame),0,EACH
615,37209,615-37209,72x60 Inch Slide Headgate (9 Foot Frame),0,EACH
615,39210,615-39210,120x72 Inch Slide Headgate (10 Foot Frame),0,EACH
615,39900,615-39900,Place Slide Headgate,0,EACH
615,41203,615-41203,12x3 Inch Cutthroat Measuring Flume,0,EACH
615,41208,615-41208,12x8 Inch Cutthroat Measuring Flume,0,EACH
615,50000,615-50000,Parshall Measuring Flume,0,EACH
615,51503,615-51503,15x3 Inch Parshall Measuring Flume,0,EACH
615,51506,615-51506,15x6 Inch Parshall Measuring Flume,0,EACH
615,51509,615-51509,15x9 Inch Parshall Measuring Flume,0,EACH
615,51512,615-51512,15x12 Inch Parshall Measuring Flume,0,EACH
615,51812,615-51812,18x12 Inch Parshall Measuring Flume,0,EACH
615,51815,615-51815,18x15 Inch Parshall Measuring Flume,0,EACH
615,51818,615-51818,18x18 Inch Parshall Measuring Flume,0,EACH
615,52412,615-52412,24x12 Inch Parshall Measuring Flume,0,EACH
615,52418,615-52418,24x18 Inch Parshall Measuring Flume,0,EACH
615,53630,615-53630,36x30 Inch Parshall Measuring Flume,0,EACH
615,54830,615-54830,48x30 Inch Parshall Measuring Flume,0,EACH
615,54836,615-54836,48x36 Inch Parshall Measuring Flume,0,EACH
615,57236,615-57236,72x36 Inch Parshall Measuring Flume,0,EACH
615,59900,615-59900,Place Parshall Measuring Flume,0,EACH
615,60000,615-60000,Gatewell,0,EACH
615,65000,615-65000,Precast Irrigation Structure,0,EACH
615,65005,615-65005,Irrigation Diversion Structure,0,L S
615,70000,615-70000,Metal Flume Structure,0,LF
615,80000,615-80000,Stream Restoration,0,L S
616,120,616-00120,12 Inch Concrete Siphon Pipe,0,LF
616,150,616-00150,15 Inch Concrete Siphon Pipe,0,LF
616,180,616-00180,18 Inch Concrete Siphon Pipe,0,LF
616,210,616-00210,21 Inch Concrete Siphon Pipe,0,LF
616,240,616-00240,24 Inch Concrete Siphon Pipe,0,LF
616,300,616-00300,30 Inch Concrete Siphon Pipe,0,LF
616,360,616-00360,36 Inch Concrete Siphon Pipe,0,LF
616,420,616-00420,42 Inch Concrete Siphon Pipe,0,LF
616,480,616-00480,48 Inch Concrete Siphon Pipe,0,LF
616,600,616-00600,60 Inch Concrete Siphon Pipe,0,LF
616,10120,616-10120,12 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10150,616-10150,15 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10180,616-10180,18 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10240,616-10240,24 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10300,616-10300,30 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10360,616-10360,36 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10420,616-10420,42 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10480,616-10480,48 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10540,616-10540,54 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10780,616-10780,78 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,10900,616-10900,90 Inch Aramid Fiber Bonded Steel Siphon Pipe,0,LF
616,20080,616-20080,8 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20100,616-20100,10 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20120,616-20120,12 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20150,616-20150,15 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20180,616-20180,18 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20240,616-20240,24 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20300,616-20300,30 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20360,616-20360,36 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20420,616-20420,42 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20480,616-20480,48 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,20540,616-20540,54 Inch Bituminous Coated Steel Siphon Pipe,0,LF
616,21120,616-21120,12 Inch Welded Steel Siphon Pipe,0,LF
616,21160,616-21160,16 Inch Welded Steel Siphon Pipe,0,LF
616,21180,616-21180,18 Inch Welded Steel Siphon Pipe,0,LF
616,21240,616-21240,24 Inch Welded Steel Siphon Pipe,0,LF
616,22843,616-22843,84 Inch Steel Siphon Pipe (Install Only),0,LF
616,22845,616-22845,84 Inch Steel Siphon Pipe (Furnish Only),0,LF
616,23180,616-23180,18 Inch Plastic Siphon Pipe,0,LF
616,23240,616-23240,24 Inch Plastic Siphon Pipe,0,LF
616,29180,616-29180,18 Inch Culvert Siphon Pipe,0,LF
616,30012,616-30012,12 Inch Trash Guard,0,EACH
616,30015,616-30015,15 Inch Trash Guard,0,EACH
616,30018,616-30018,18 Inch Trash Guard,0,EACH
616,30021,616-30021,21 Inch Trash Guard,0,EACH
616,30024,616-30024,24 Inch Trash Guard,0,EACH
616,30030,616-30030,30 Inch Trash Guard,0,EACH
616,30036,616-30036,36 Inch Trash Guard,0,EACH
616,30042,616-30042,42 Inch Trash Guard,0,EACH
616,30048,616-30048,48 Inch Trash Guard,0,EACH
616,30054,616-30054,54 Inch Trash Guard,0,EACH
616,30060,616-30060,60 Inch Trash Guard,0,EACH
616,30066,616-30066,66 Inch Trash Guard,0,EACH
616,30078,616-30078,78 Inch Trash Guard,0,EACH
616,30118,616-30118,22x13 Inch Trash Guard,0,EACH
616,30121,616-30121,25x16 Inch Trash Guard,0,EACH
616,30124,616-30124,29x18 Inch Trash Guard,0,EACH
616,30130,616-30130,36x22 Inch Trash Guard,0,EACH
616,30136,616-30136,43x27 Inch Trash Guard,0,EACH
616,30142,616-30142,50x31 Inch Trash Guard,0,EACH
616,30148,616-30148,58x36 Inch Trash Guard,0,EACH
616,30154,616-30154,65x40 Inch Trash Guard,0,EACH
616,30160,616-30160,72x44 Inch Trash Guard,0,EACH
616,30499,616-30499,Trash Guard Special,0,EACH
616,50024,616-50024,3 Inch Valve and Valve Box,0,EACH
616,50032,616-50032,4 Inch Valve and Valve Box,0,EACH
616,50048,616-50048,6 Inch Valve and Valve Box,0,EACH
616,50064,616-50064,8 Inch Valve and Valve Box,0,EACH
616,50128,616-50128,16 Inch Valve and Valve Box,0,EACH
616,76193,616-76193,24 Inch Butterfly Valve (Install Only),0,EACH
617,6,617-00006,6 Inch Culvert Pipe,0,LF
617,8,617-00008,8 Inch Culvert Pipe,0,LF
617,10,617-00010,10 Inch Culvert Pipe,0,LF
617,12,617-00012,12 Inch Culvert Pipe,0,LF
617,15,617-00015,15 Inch Culvert Pipe,0,LF
617,18,617-00018,18 Inch Culvert Pipe,0,LF
617,21,617-00021,21 Inch Culvert Pipe,0,LF
617,24,617-00024,24 Inch Culvert Pipe,0,LF
617,27,617-00027,27 Inch Culvert Pipe,0,LF
617,30,617-00030,30 Inch Culvert Pipe,0,LF
617,36,617-00036,36 Inch Culvert Pipe,0,LF
617,42,617-00042,42 Inch Culvert Pipe,0,LF
617,48,617-00048,48 Inch Culvert Pipe,0,LF
617,54,617-00054,54 Inch Culvert Pipe,0,LF
617,60,617-00060,60 Inch Culvert Pipe,0,LF
617,66,617-00066,66 Inch Culvert Pipe,0,LF
617,72,617-00072,72 Inch Culvert Pipe,0,LF
617,78,617-00078,78 Inch Culvert Pipe,0,LF
617,84,617-00084,84 Inch Culvert Pipe,0,LF
617,90,617-00090,90 Inch Culvert Pipe,0,LF
617,96,617-00096,96 Inch Culvert Pipe,0,LF
617,108,617-00108,108 Inch Culvert Pipe,0,LF
617,114,617-00114,114 Inch Culvert Pipe,0,LF
617,120,617-00120,120 Inch Culvert Pipe,0,LF
617,2012,617-02012,12 Inch Culvert Pipe Special,0,LF
617,2018,617-02018,18 Inch Culvert Pipe Special,0,LF
617,2024,617-02024,24 Inch Culvert Pipe Special,0,LF
617,2042,617-02042,42 Inch Culvert Pipe Special,0,LF
617,2072,617-02072,72 Inch Culvert Pipe Special,0,LF
617,3000,617-03000,Detour Culvert Pipe,0,L S
617,3010,617-03010,Detour Culvert Pipe,0,LF
617,4018,617-04018,18 Inch Culvert Pipe (Complete In Place),0,LF
617,4024,617-04024,24 Inch Culvert Pipe (Complete In Place),0,LF
617,4027,617-04027,27 Inch Culvert Pipe (Complete In Place),0,LF
617,4030,617-04030,30 Inch Culvert Pipe (Complete In Place),0,LF
617,4036,617-04036,36 Inch Culvert Pipe (Complete In Place),0,LF
617,4042,617-04042,42 Inch Culvert Pipe (Complete In Place),0,LF
617,4072,617-04072,72 Inch Culvert Pipe (Complete In Place),0,LF
617,5072,617-05072,72 Inch Equivalent Culvert Pipe Arch Special,0,LF
618,0,618-00000,Prestressing Steel Bar,0,LB
618,1,618-00001,Prestressing Steel Strand,0,LB
618,2,618-00002,Prestressing Steel Strand,0,MKFT
618,3,618-00003,Prestressing Steel,0,MKFT
618,5,618-00005,Prestressing Steel Bar,0,MKFT
618,6,618-00006,Prestressing Steel (Bridge Piers),0,L S
618,7,618-00007,Grout (Strand)(Duct),0,CF
618,10,618-00010,Prestressing Steel (Wall),0,L S
618,11,618-00011,Prestressing Steel (Wall) (Special),0,L S
618,15,618-00015,Prestressing Steel (Slab),0,L S
618,17,618-00017,Prestressing Steel (Tiedown),0,LF
618,20,618-00020,Prestressing Steel Tendons,0,LF
618,25,618-00025,Prestressed Concrete Unit (I Section) (25 to 30 Feet),0,EACH
618,30,618-00030,Prestressed Concrete Unit (I Section) (30 to 35 Feet),0,EACH
618,35,618-00035,Obsolete Item,0,EACH
618,40,618-00040,Prestressed Concrete Unit (I Section) (40 to 45 Feet),0,EACH
618,45,618-00045,Prestressed Concrete Unit (I Section) (45 to 50 Feet),0,EACH
618,50,618-00050,Prestressed Concrete Unit (I Section) (50 to 55 Feet),0,EACH
618,54,618-00054,Prestressed Concrete I (G54),0,LF
618,55,618-00055,Prestressed Concrete Unit (I Section) (55 to 60 Feet),0,EACH
618,56,618-00056,Prestressed Concrete I (G54) (Colored),0,LF
618,60,618-00060,Prestressed Concrete Unit (I Section) (60 to 65 Feet),0,EACH
618,65,618-00065,Prestressed Concrete Unit (I Section) (65 to 70 Feet),0,EACH
618,68,618-00068,Prestressed Concrete I (G68),0,LF
618,69,618-00069,Prestressed Concrete I (G68) (Colored),0,LF
618,70,618-00070,Prestressed Concrete Unit (I Section) (70 to 75 Feet),0,EACH
618,75,618-00075,Prestressed Concrete Unit (I Section) (75 to 80 Feet),0,EACH
618,80,618-00080,Prestressed Concrete Unit (I Section) (80 to 85 Feet),0,EACH
618,85,618-00085,Prestressed Concrete Unit (I Section) (85 to 90 Feet),0,EACH
618,86,618-00086,Prestressed Concrete Unit (I Section) (85 to 90 Feet) (Color,0,EACH
618,90,618-00090,Prestressed Concrete Unit (I Section) (90 to 95 Feet),0,EACH
618,91,618-00091,Prestressed Concrete Unit (I Section) (90 to 95 Feet) (Color,0,EACH
618,95,618-00095,Prestressed Concrete Unit (I Section) (95 to 100 Feet),0,EACH
618,100,618-00100,Obsolete Item,0,EACH
618,105,618-00105,Prestressed Concrete Unit (I Section) (105 to 110 Feet),0,EACH
618,110,618-00110,Prestressed Concrete Unit (I Section) (110 to 115 Feet),0,EACH
618,115,618-00115,Prestressed Concrete Unit (I Section) (115 to 120 Feet),0,EACH
618,120,618-00120,Prestressed Concrete Unit (I Section) (120 to 125 Feet),0,EACH
618,125,618-00125,Prestressed Concrete Unit (I Section) (125 to 130 Feet),0,EACH
618,130,618-00130,Prestressed Concrete Unit (I Section) (130 to 135 Feet),0,EACH
618,135,618-00135,Prestressed Concrete Unit (I Section) (135 to 140 Feet),0,EACH
618,140,618-00140,Prestressed Concrete Unit (I Section) (140 to 145 Feet),0,EACH
